"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"ClaimResponse-ke","ClaimResponse.created","ClaimResponse.created","","","",1,1,"Y","","Y","dateTime {[]} {[]}
","Response creation date","The date this resource was created.","","Need to record a timestamp for use by both the recipient and the issuer.","","","","","","","",,,,,"",,,,"ClaimResponse.created",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ClaimResponse-ke","ClaimResponse.insurer","ClaimResponse.insurer","","","",1,1,"Y","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization]]}
","Party responsible for reimbursement","The party responsible for authorization, adjudication and reimbursement.","","To be a valid claim, preauthorization or predetermination there must be a party who is responsible for adjudicating the contents against a policy which provides benefits for the patient.","","","","","","","",,,,,"",,,,"ClaimResponse.insurer",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ClaimResponse-ke","ClaimResponse.requestor","ClaimResponse.requestor","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Practitioner], CanonicalType[http://hl7.org/fhir/StructureDefinition/PractitionerRole], CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization]]}
","Party responsible for the claim","The provider which is responsible for the claim, predetermination or preauthorization.","Typically this field would be 1..1 where this party is responsible for the claim but not necessarily professionally responsible for the provision of the individual products and services listed below.","","","","","","","","",,,,,"",,,,"ClaimResponse.requestor",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ClaimResponse-ke","ClaimResponse.request","ClaimResponse.request","","","",0,1,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Claim]]}
","Id of resource triggering adjudication","Original request resource reference.","","","","","","","","","",,,,,"",,,,"ClaimResponse.request",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ClaimResponse-ke","ClaimResponse.outcome","ClaimResponse.outcome","","","",1,1,"Y","","Y","code {[]} {[]}
","queued | complete | error | partial","The outcome of the claim, predetermination, or preauthorization processing.","The resource may be used to indicate that: the request has been held (queued) for processing; that it has been processed and errors found (error); that no errors were found and that some of the adjudication has been undertaken (partial) or that all of the adjudication has been undertaken (complete).","To advise the requestor of an overall processing outcome.","","","","","","","",,"required","","http://hl7.org/fhir/ValueSet/remittance-outcome","",,,,"ClaimResponse.outcome",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ClaimResponse-ke","ClaimResponse.disposition","ClaimResponse.disposition","","","",0,1,"Y","","","string {[]} {[]}
","Disposition Message","A human readable description of the status of the adjudication.","","Provided for user display.","","","","","","","",,,,,"",,,,"ClaimResponse.disposition",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ClaimResponse-ke","ClaimResponse.preAuthRef","ClaimResponse.preAuthRef","","","",0,1,"","","","string {[]} {[]}
","Preauthorization reference","Reference from the Insurer which is used in later communications which refers to this adjudication.","This value is only present on preauthorization adjudications.","On subsequent claims, the insurer may require the provider to quote this value.","","","","","","","",,,,,"",,,,"ClaimResponse.preAuthRef",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ClaimResponse-ke","ClaimResponse.preAuthPeriod","ClaimResponse.preAuthPeriod","","","",0,1,"","","","Period {[]} {[]}
","Preauthorization reference effective period","The time frame during which this authorization is effective.","","To convey to the provider when the authorized products and services must be supplied for the authorized adjudication to apply.","","","","","","","",,,,,"",,,,"ClaimResponse.preAuthPeriod",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ClaimResponse-ke","ClaimResponse.payeeType","ClaimResponse.payeeType","","","",0,1,"Y","","","CodeableConcept {[]} {[]}
","Party to be paid any benefits payable","Type of Party to be reimbursed: subscriber, provider, other.","","Need to know who should receive payment with the most common situations being the Provider (assignment of benefits) or the Subscriber.","","","","","","","",,"required","","http://hl7.org/fhir/ValueSet/payeetype","",,,,"ClaimResponse.payeeType",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ClaimResponse-ke","ClaimResponse.item","ClaimResponse.item","","","",0,*,"Y","","","BackboneElement {[]} {[]}
","A claim line. Either a simple (a product or service) or a 'group' of details which can also be a simple items or groups of sub-details.","A claim line. Either a simple (a product or service) or a 'group' of details which can also be a simple items or groups of sub-details.","","The adjudication for items provided on the claim.","","","","","","","",,,,,"",,,,"ClaimResponse.item",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ClaimResponse-ke","ClaimResponse.item.id","ClaimResponse.item.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"ClaimResponse-ke","ClaimResponse.item.extension","ClaimResponse.item.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ClaimResponse-ke","ClaimResponse.item.modifierExtension","ClaimResponse.item.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
